duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.4709427261360159,1.5,0,0,0,3.5092287668451596,-10.416691250221985,10.659532703189488,-3.8696485964443426,-2,0,0,0,14.331797463081793,-34.297317762554648,31.681141938937635,-10.917131900869391,1.25,0,0,0,0.1514440779195092,-0.45497893211217594,0.47498483195200247,-0.17477096643493867,0,0,0,0,0,0,0,0
0.42958620945601966,1.5277197172984924,0.090265002956257973,-0.22774903832932025,-0.88685126135208636,0.29676656670602003,1.6804881059760486,-2.0971473111958563,0.79950413778752538,-1.7999999999999978,1.1221630735790171,1.3132263977693792,-1.683203300569031,-0.9414806783442522,4.3758539964139,-4.3082650739356305,1.5360696385642076,1.2511936270086346,0.004044428515234939,-0.0082485133207854302,-0.032455961502240775,0.021368429409713414,0.073164294415091258,-0.10116497572407049,0.03967943606490866,0,0,0,0,0,0,0,0
1.3742500892976564,1.4778299583671135,-0.36505108238446132,-0.5355244866807205,0.35219512226424721,0.31948952377077394,-0.62652252734961755,0.30704435277996767,-0.04801798102492269,-1.2000000000000017,1.4545471229201741,-0.15834823036614842,-0.22562232534640062,0.79372671678734663,-0.77584239177016623,0.31085526050330187,-0.04483973411494286,1.2501052702326465,-0.0089110881443209625,-0.0079020299342252888,0.026177535897998445,0.008578270028228788,-0.033815278016545193,0.018155194003265655,-0.0029811234203285394,0,0,0,0,0,0,0,0
1.0017668408271145,0.57119703305313418,-0.93199310096923327,-0.23942590184999357,0.21970420426381829,0.3507515195568518,0.00082690922748985445,-0.15487665019978458,0.044472744427952259,0.62127533782240008,1.1728600081794538,-0.21504494716723355,0.023333703453982373,0.19563576674801186,0.0089786169341580305,-0.12049179977750193,0.036621634537922415,1.2504218044096902,-0.0029387937088199909,-0.015949822066555028,0.0049499589503708046,0.019735605640561777,-0.0023474626045181025,-0.010522469882891154,0.0037059577002999749,0,0,0,0,0,0,0,0
0.48582032134090203,-0.13927349141436363,0.041498332106711056,1.1437120961304181,0.087082856459836933,-0.41166175786340059,0.0071559050930539193,0.15698259461972522,-0.064419929571254614,1.7252421484788893,1.1738893584054639,0.078996999438904592,-0.23442895364544411,-0.28459796069662047,0.056524798516119704,0.13631257418135589,-0.062117197583463332,1.2470725313012785,0.010072103042017062,0.013719026513508328,-0.020465003360417799,-0.020020474301900747,0.012506532746276519,0.015465068880787818,-0.009583566688554512,0,0,0,0,0,0,0,0
1.2386007275422224,0.13972711347129763,1.047179552183608,0.79043311112244174,-0.46159766278870551,-0.09704320129420789,0.14545381199589519,-0.062092981575731114,0.010214920246577656,2.2743772174204437,0.98628399225521901,-0.52228890629610758,-0.46258009905812086,0.086005566453098023,0.14598458342589993,-0.07493200405420529,0.011546061076678967,1.252222469435071,0.0048416518844781598,-0.022643101932106474,-0.013071803477878332,0.026649320925455983,0.010085540876006801,-0.017126171256790803,0.0041723662592897505,0,0,0,0,0,0,0,0
0.40537590389664963,1.7893799885457327,1.0269888887959095,-0.62091658186588283,-0.22923834615531571,0.054225933387003662,0.013095044651617534,0.026472471968646931,-0.01645328477192996,2.2248086412039303,-1.0836787570407587,-0.61404998705267844,0.30654327239637674,0.033639586249745591,-0.038903665437274186,0.025174713494545239,-0.010168726340613721,1.2475870591445066,0.015732931452582283,0.016539079992179018,-0.033472841573092271,-0.027509774398913001,0.017230763450001105,0.019049099933511539,-0.01230358456401383,0,0,0,0,0,0,0,0
2.007376088427749,2.0900863306312409,0.42801255461964155,-0.83057014436851029,-0.10007313159680124,0.10765978139984878,0.020703854251343017,-0.020215884336783684,0.0030973529638543564,1.7056012057264756,-1.4253500168546807,-0.22614239113551973,0.32108919261207719,-0.0068679242689697788,-0.012763814391174489,-0.0036803829280824618,0.0012794483836387554,1.2539610108575743,0.0085054940454293501,-0.034926181693229516,-0.036014279824770144,0.025683647315329572,0.021104328282917677,-0.015863937063130266,0.0025781547925591616,0,0,0,0,0,0,0,0
0.41210432735084984,0.30000000000000426,-1.4869738445982119,0.040709985683182792,0.088441960248233656,-0.029564787595211767,0.039318838466860483,0.023306981602650684,-0.02182710469679262,-0.069934357130947866,0.15605495347346621,0.48837192604451535,-0.11666328693433696,0.004792267517326994,0.051176570790248746,0.014297955713775333,-0.023532254837022985,1.244553543453395,0.055665615478933908,-0.022869278053926842,-0.080609454203616052,0.0085351162298849537,0.048200351539858688,0.020363346916810382,-0.025985571635397681,0,0,0,0,0,0,0,0
1.4940035724134293,-0.30000000000000399,-1.4100527476578197,0.15207954295682835,0.11707207656380388,0.057358906202407599,0.019103456034789978,-0.039658328490967398,0.0085708999348297083,0.069920803519350982,0.50807118146740093,0.38515208052118732,-0.025592147646109804,0.089022153605459509,0.0026039392565764411,-0.053586252640845641,0.013824686156881765,1.2588343998387046,0.0056485327411719827,-0.077772673622760025,0.017590432300448395,0.096074149570597497,0.0058755823525007264,-0.054598018720619812,0.014650755417805975,0,0,0,0,0,0,0,0
