duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.69554295922539811,1.5,0,0,0,6.3602510143636296e-15,-2.3775170775593387e-14,2.9799844399679678e-14,-1.2601177254836619e-14,-2,0,0,0,40.148959883001424,-128.57981488495898,146.89520071536981,-58.38149897935282,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
